Unnamed: 0,label,wav_path
60,american,TESTSET/wav/AESRC2020-TESTSET-12638.wav
61,american,TESTSET/wav/AESRC2020-TESTSET-01407.wav
62,american,TESTSET/wav/AESRC2020-TESTSET-07403.wav
63,american,TESTSET/wav/AESRC2020-TESTSET-00300.wav
64,american,TESTSET/wav/AESRC2020-TESTSET-04985.wav
65,american,TESTSET/wav/AESRC2020-TESTSET-09901.wav
66,american,TESTSET/wav/AESRC2020-TESTSET-12397.wav
67,american,TESTSET/wav/AESRC2020-TESTSET-03751.wav
68,american,TESTSET/wav/AESRC2020-TESTSET-15613.wav
69,american,TESTSET/wav/AESRC2020-TESTSET-07815.wav
70,american,TESTSET/wav/AESRC2020-TESTSET-05936.wav
71,american,TESTSET/wav/AESRC2020-TESTSET-14562.wav
72,american,TESTSET/wav/AESRC2020-TESTSET-01794.wav
73,american,TESTSET/wav/AESRC2020-TESTSET-03178.wav
74,american,TESTSET/wav/AESRC2020-TESTSET-05983.wav
75,american,TESTSET/wav/AESRC2020-TESTSET-00243.wav
76,american,TESTSET/wav/AESRC2020-TESTSET-07120.wav
77,american,TESTSET/wav/AESRC2020-TESTSET-06097.wav
78,american,TESTSET/wav/AESRC2020-TESTSET-07397.wav
79,american,TESTSET/wav/AESRC2020-TESTSET-15861.wav
80,american,TESTSET/wav/AESRC2020-TESTSET-17040.wav
81,american,TESTSET/wav/AESRC2020-TESTSET-13289.wav
82,american,TESTSET/wav/AESRC2020-TESTSET-09936.wav
83,american,TESTSET/wav/AESRC2020-TESTSET-16753.wav
84,american,TESTSET/wav/AESRC2020-TESTSET-09200.wav
85,american,TESTSET/wav/AESRC2020-TESTSET-00635.wav
86,american,TESTSET/wav/AESRC2020-TESTSET-08441.wav
87,american,TESTSET/wav/AESRC2020-TESTSET-08432.wav
88,american,TESTSET/wav/AESRC2020-TESTSET-13254.wav
89,american,TESTSET/wav/AESRC2020-TESTSET-12882.wav
90,american,TESTSET/wav/AESRC2020-TESTSET-16233.wav
91,american,TESTSET/wav/AESRC2020-TESTSET-04181.wav
92,american,TESTSET/wav/AESRC2020-TESTSET-02244.wav
93,american,TESTSET/wav/AESRC2020-TESTSET-05415.wav
94,american,TESTSET/wav/AESRC2020-TESTSET-11482.wav
95,american,TESTSET/wav/AESRC2020-TESTSET-04946.wav
96,american,TESTSET/wav/AESRC2020-TESTSET-14180.wav
97,american,TESTSET/wav/AESRC2020-TESTSET-07555.wav
98,american,TESTSET/wav/AESRC2020-TESTSET-08813.wav
99,american,TESTSET/wav/AESRC2020-TESTSET-03959.wav
100,american,TESTSET/wav/AESRC2020-TESTSET-18013.wav
101,american,TESTSET/wav/AESRC2020-TESTSET-01083.wav
102,american,TESTSET/wav/AESRC2020-TESTSET-13431.wav
103,american,TESTSET/wav/AESRC2020-TESTSET-01683.wav
104,american,TESTSET/wav/AESRC2020-TESTSET-13469.wav
105,american,TESTSET/wav/AESRC2020-TESTSET-00965.wav
106,american,TESTSET/wav/AESRC2020-TESTSET-12430.wav
107,american,TESTSET/wav/AESRC2020-TESTSET-11423.wav
108,american,TESTSET/wav/AESRC2020-TESTSET-17001.wav
109,american,TESTSET/wav/AESRC2020-TESTSET-02529.wav
110,american,TESTSET/wav/AESRC2020-TESTSET-03765.wav
111,american,TESTSET/wav/AESRC2020-TESTSET-02102.wav
112,american,TESTSET/wav/AESRC2020-TESTSET-08764.wav
113,american,TESTSET/wav/AESRC2020-TESTSET-10504.wav
114,american,TESTSET/wav/AESRC2020-TESTSET-11425.wav
115,american,TESTSET/wav/AESRC2020-TESTSET-14441.wav
116,american,TESTSET/wav/AESRC2020-TESTSET-06962.wav
117,american,TESTSET/wav/AESRC2020-TESTSET-00431.wav
118,american,TESTSET/wav/AESRC2020-TESTSET-17691.wav
119,american,TESTSET/wav/AESRC2020-TESTSET-12199.wav
120,american,TESTSET/wav/AESRC2020-TESTSET-16332.wav
121,american,TESTSET/wav/AESRC2020-TESTSET-05602.wav
122,american,TESTSET/wav/AESRC2020-TESTSET-02578.wav
123,american,TESTSET/wav/AESRC2020-TESTSET-09932.wav
124,american,TESTSET/wav/AESRC2020-TESTSET-06694.wav
125,american,TESTSET/wav/AESRC2020-TESTSET-13231.wav
126,american,TESTSET/wav/AESRC2020-TESTSET-03583.wav
127,american,TESTSET/wav/AESRC2020-TESTSET-11162.wav
128,american,TESTSET/wav/AESRC2020-TESTSET-09431.wav
129,american,TESTSET/wav/AESRC2020-TESTSET-07187.wav
130,american,TESTSET/wav/AESRC2020-TESTSET-04702.wav
131,american,TESTSET/wav/AESRC2020-TESTSET-10174.wav
132,american,TESTSET/wav/AESRC2020-TESTSET-13735.wav
133,american,TESTSET/wav/AESRC2020-TESTSET-16095.wav
134,american,TESTSET/wav/AESRC2020-TESTSET-04756.wav
135,american,TESTSET/wav/AESRC2020-TESTSET-14704.wav
136,american,TESTSET/wav/AESRC2020-TESTSET-00827.wav
137,american,TESTSET/wav/AESRC2020-TESTSET-05434.wav
138,american,TESTSET/wav/AESRC2020-TESTSET-00821.wav
139,american,TESTSET/wav/AESRC2020-TESTSET-10824.wav
140,american,TESTSET/wav/AESRC2020-TESTSET-17127.wav
141,american,TESTSET/wav/AESRC2020-TESTSET-10052.wav
142,american,TESTSET/wav/AESRC2020-TESTSET-05854.wav
143,american,TESTSET/wav/AESRC2020-TESTSET-08736.wav
144,american,TESTSET/wav/AESRC2020-TESTSET-06432.wav
145,american,TESTSET/wav/AESRC2020-TESTSET-12582.wav
146,american,TESTSET/wav/AESRC2020-TESTSET-14085.wav
147,american,TESTSET/wav/AESRC2020-TESTSET-01463.wav
148,american,TESTSET/wav/AESRC2020-TESTSET-09158.wav
149,american,TESTSET/wav/AESRC2020-TESTSET-00122.wav
150,american,TESTSET/wav/AESRC2020-TESTSET-10732.wav
151,american,TESTSET/wav/AESRC2020-TESTSET-16518.wav
152,american,TESTSET/wav/AESRC2020-TESTSET-17565.wav
153,american,TESTSET/wav/AESRC2020-TESTSET-15768.wav
154,american,TESTSET/wav/AESRC2020-TESTSET-08206.wav
155,american,TESTSET/wav/AESRC2020-TESTSET-17088.wav
156,american,TESTSET/wav/AESRC2020-TESTSET-11589.wav
157,american,TESTSET/wav/AESRC2020-TESTSET-04167.wav
158,american,TESTSET/wav/AESRC2020-TESTSET-04237.wav
159,american,TESTSET/wav/AESRC2020-TESTSET-04562.wav
160,american,TESTSET/wav/AESRC2020-TESTSET-13801.wav
161,american,TESTSET/wav/AESRC2020-TESTSET-07627.wav
162,american,TESTSET/wav/AESRC2020-TESTSET-11082.wav
163,american,TESTSET/wav/AESRC2020-TESTSET-18046.wav
164,american,TESTSET/wav/AESRC2020-TESTSET-06059.wav
165,american,TESTSET/wav/AESRC2020-TESTSET-15629.wav
166,american,TESTSET/wav/AESRC2020-TESTSET-12694.wav
167,american,TESTSET/wav/AESRC2020-TESTSET-10909.wav
168,american,TESTSET/wav/AESRC2020-TESTSET-11270.wav
169,american,TESTSET/wav/AESRC2020-TESTSET-06018.wav
170,american,TESTSET/wav/AESRC2020-TESTSET-02167.wav
171,american,TESTSET/wav/AESRC2020-TESTSET-08630.wav
172,american,TESTSET/wav/AESRC2020-TESTSET-13367.wav
173,american,TESTSET/wav/AESRC2020-TESTSET-16388.wav
174,american,TESTSET/wav/AESRC2020-TESTSET-09271.wav
175,american,TESTSET/wav/AESRC2020-TESTSET-00933.wav
176,american,TESTSET/wav/AESRC2020-TESTSET-13904.wav
177,american,TESTSET/wav/AESRC2020-TESTSET-07762.wav
178,american,TESTSET/wav/AESRC2020-TESTSET-06890.wav
179,american,TESTSET/wav/AESRC2020-TESTSET-01703.wav
180,american,TESTSET/wav/AESRC2020-TESTSET-11329.wav
181,american,TESTSET/wav/AESRC2020-TESTSET-03332.wav
182,american,TESTSET/wav/AESRC2020-TESTSET-04725.wav
183,american,TESTSET/wav/AESRC2020-TESTSET-11740.wav
184,american,TESTSET/wav/AESRC2020-TESTSET-16016.wav
185,american,TESTSET/wav/AESRC2020-TESTSET-02054.wav
186,american,TESTSET/wav/AESRC2020-TESTSET-04293.wav
187,american,TESTSET/wav/AESRC2020-TESTSET-07094.wav
188,american,TESTSET/wav/AESRC2020-TESTSET-04372.wav
189,american,TESTSET/wav/AESRC2020-TESTSET-17876.wav
190,american,TESTSET/wav/AESRC2020-TESTSET-08488.wav
191,american,TESTSET/wav/AESRC2020-TESTSET-14042.wav
192,american,TESTSET/wav/AESRC2020-TESTSET-09472.wav
193,american,TESTSET/wav/AESRC2020-TESTSET-01571.wav
194,american,TESTSET/wav/AESRC2020-TESTSET-13569.wav
195,american,TESTSET/wav/AESRC2020-TESTSET-17122.wav
196,american,TESTSET/wav/AESRC2020-TESTSET-13630.wav
197,american,TESTSET/wav/AESRC2020-TESTSET-13356.wav
198,american,TESTSET/wav/AESRC2020-TESTSET-07825.wav
199,american,TESTSET/wav/AESRC2020-TESTSET-14483.wav
200,american,TESTSET/wav/AESRC2020-TESTSET-10152.wav
201,american,TESTSET/wav/AESRC2020-TESTSET-11729.wav
202,american,TESTSET/wav/AESRC2020-TESTSET-16897.wav
203,american,TESTSET/wav/AESRC2020-TESTSET-15201.wav
204,american,TESTSET/wav/AESRC2020-TESTSET-07291.wav
205,american,TESTSET/wav/AESRC2020-TESTSET-02930.wav
206,american,TESTSET/wav/AESRC2020-TESTSET-14287.wav
207,american,TESTSET/wav/AESRC2020-TESTSET-03762.wav
208,american,TESTSET/wav/AESRC2020-TESTSET-00576.wav
209,american,TESTSET/wav/AESRC2020-TESTSET-07255.wav
210,american,TESTSET/wav/AESRC2020-TESTSET-12110.wav
211,american,TESTSET/wav/AESRC2020-TESTSET-01757.wav
212,american,TESTSET/wav/AESRC2020-TESTSET-05550.wav
213,american,TESTSET/wav/AESRC2020-TESTSET-05142.wav
214,american,TESTSET/wav/AESRC2020-TESTSET-15868.wav
215,american,TESTSET/wav/AESRC2020-TESTSET-03506.wav
216,american,TESTSET/wav/AESRC2020-TESTSET-11964.wav
217,american,TESTSET/wav/AESRC2020-TESTSET-16640.wav
218,american,TESTSET/wav/AESRC2020-TESTSET-09813.wav
219,american,TESTSET/wav/AESRC2020-TESTSET-09983.wav
220,american,TESTSET/wav/AESRC2020-TESTSET-09282.wav
221,american,TESTSET/wav/AESRC2020-TESTSET-08197.wav
222,american,TESTSET/wav/AESRC2020-TESTSET-00239.wav
223,american,TESTSET/wav/AESRC2020-TESTSET-16096.wav
224,american,TESTSET/wav/AESRC2020-TESTSET-09618.wav
225,american,TESTSET/wav/AESRC2020-TESTSET-07901.wav
226,american,TESTSET/wav/AESRC2020-TESTSET-13458.wav
227,american,TESTSET/wav/AESRC2020-TESTSET-13294.wav
228,american,TESTSET/wav/AESRC2020-TESTSET-16698.wav
229,american,TESTSET/wav/AESRC2020-TESTSET-17427.wav
230,american,TESTSET/wav/AESRC2020-TESTSET-11630.wav
231,american,TESTSET/wav/AESRC2020-TESTSET-12288.wav
232,american,TESTSET/wav/AESRC2020-TESTSET-05989.wav
233,american,TESTSET/wav/AESRC2020-TESTSET-07217.wav
234,american,TESTSET/wav/AESRC2020-TESTSET-16969.wav
235,american,TESTSET/wav/AESRC2020-TESTSET-14989.wav
236,american,TESTSET/wav/AESRC2020-TESTSET-08798.wav
237,american,TESTSET/wav/AESRC2020-TESTSET-15908.wav
238,american,TESTSET/wav/AESRC2020-TESTSET-16267.wav
239,american,TESTSET/wav/AESRC2020-TESTSET-08395.wav
240,american,TESTSET/wav/AESRC2020-TESTSET-10665.wav
241,american,TESTSET/wav/AESRC2020-TESTSET-11194.wav
242,american,TESTSET/wav/AESRC2020-TESTSET-10934.wav
243,american,TESTSET/wav/AESRC2020-TESTSET-06181.wav
244,american,TESTSET/wav/AESRC2020-TESTSET-08718.wav
245,american,TESTSET/wav/AESRC2020-TESTSET-04336.wav
246,american,TESTSET/wav/AESRC2020-TESTSET-06084.wav
247,american,TESTSET/wav/AESRC2020-TESTSET-15917.wav
248,american,TESTSET/wav/AESRC2020-TESTSET-09206.wav
249,american,TESTSET/wav/AESRC2020-TESTSET-00544.wav
250,american,TESTSET/wav/AESRC2020-TESTSET-03057.wav
251,american,TESTSET/wav/AESRC2020-TESTSET-09421.wav
252,american,TESTSET/wav/AESRC2020-TESTSET-02313.wav
253,american,TESTSET/wav/AESRC2020-TESTSET-11575.wav
254,american,TESTSET/wav/AESRC2020-TESTSET-13258.wav
255,american,TESTSET/wav/AESRC2020-TESTSET-09965.wav
256,american,TESTSET/wav/AESRC2020-TESTSET-12355.wav
257,american,TESTSET/wav/AESRC2020-TESTSET-03737.wav
258,american,TESTSET/wav/AESRC2020-TESTSET-00021.wav
259,american,TESTSET/wav/AESRC2020-TESTSET-04452.wav
260,american,TESTSET/wav/AESRC2020-TESTSET-01204.wav
261,american,TESTSET/wav/AESRC2020-TESTSET-14876.wav
262,american,TESTSET/wav/AESRC2020-TESTSET-09384.wav
263,american,TESTSET/wav/AESRC2020-TESTSET-04542.wav
264,american,TESTSET/wav/AESRC2020-TESTSET-12207.wav
265,american,TESTSET/wav/AESRC2020-TESTSET-13567.wav
266,american,TESTSET/wav/AESRC2020-TESTSET-13487.wav
267,american,TESTSET/wav/AESRC2020-TESTSET-08641.wav
268,american,TESTSET/wav/AESRC2020-TESTSET-14021.wav
269,american,TESTSET/wav/AESRC2020-TESTSET-03718.wav
270,american,TESTSET/wav/AESRC2020-TESTSET-02872.wav
271,american,TESTSET/wav/AESRC2020-TESTSET-11649.wav
272,american,TESTSET/wav/AESRC2020-TESTSET-06009.wav
273,american,TESTSET/wav/AESRC2020-TESTSET-11273.wav
274,american,TESTSET/wav/AESRC2020-TESTSET-08710.wav
275,american,TESTSET/wav/AESRC2020-TESTSET-01561.wav
276,american,TESTSET/wav/AESRC2020-TESTSET-01832.wav
277,american,TESTSET/wav/AESRC2020-TESTSET-05287.wav
278,american,TESTSET/wav/AESRC2020-TESTSET-09786.wav
279,american,TESTSET/wav/AESRC2020-TESTSET-00712.wav
280,american,TESTSET/wav/AESRC2020-TESTSET-01694.wav
281,american,TESTSET/wav/AESRC2020-TESTSET-07608.wav
282,american,TESTSET/wav/AESRC2020-TESTSET-03865.wav
283,american,TESTSET/wav/AESRC2020-TESTSET-06754.wav
284,american,TESTSET/wav/AESRC2020-TESTSET-12999.wav
285,american,TESTSET/wav/AESRC2020-TESTSET-05764.wav
286,american,TESTSET/wav/AESRC2020-TESTSET-17161.wav
287,american,TESTSET/wav/AESRC2020-TESTSET-06360.wav
288,american,TESTSET/wav/AESRC2020-TESTSET-17157.wav
289,american,TESTSET/wav/AESRC2020-TESTSET-06961.wav
290,american,TESTSET/wav/AESRC2020-TESTSET-14713.wav
291,american,TESTSET/wav/AESRC2020-TESTSET-18194.wav
292,american,TESTSET/wav/AESRC2020-TESTSET-06402.wav
293,american,TESTSET/wav/AESRC2020-TESTSET-07967.wav
294,american,TESTSET/wav/AESRC2020-TESTSET-17497.wav
295,american,TESTSET/wav/AESRC2020-TESTSET-15738.wav
296,american,TESTSET/wav/AESRC2020-TESTSET-16580.wav
297,american,TESTSET/wav/AESRC2020-TESTSET-14409.wav
298,american,TESTSET/wav/AESRC2020-TESTSET-06003.wav
299,american,TESTSET/wav/AESRC2020-TESTSET-07785.wav
300,american,TESTSET/wav/AESRC2020-TESTSET-05695.wav
301,american,TESTSET/wav/AESRC2020-TESTSET-06014.wav
302,american,TESTSET/wav/AESRC2020-TESTSET-09768.wav
303,american,TESTSET/wav/AESRC2020-TESTSET-14071.wav
304,american,TESTSET/wav/AESRC2020-TESTSET-12757.wav
305,american,TESTSET/wav/AESRC2020-TESTSET-04722.wav
306,american,TESTSET/wav/AESRC2020-TESTSET-04401.wav
307,american,TESTSET/wav/AESRC2020-TESTSET-17005.wav
308,american,TESTSET/wav/AESRC2020-TESTSET-17931.wav
309,american,TESTSET/wav/AESRC2020-TESTSET-16126.wav
310,american,TESTSET/wav/AESRC2020-TESTSET-08535.wav
311,american,TESTSET/wav/AESRC2020-TESTSET-01985.wav
312,american,TESTSET/wav/AESRC2020-TESTSET-02877.wav
313,american,TESTSET/wav/AESRC2020-TESTSET-05485.wav
314,american,TESTSET/wav/AESRC2020-TESTSET-15672.wav
315,american,TESTSET/wav/AESRC2020-TESTSET-04221.wav
316,american,TESTSET/wav/AESRC2020-TESTSET-07440.wav
317,american,TESTSET/wav/AESRC2020-TESTSET-05304.wav
318,american,TESTSET/wav/AESRC2020-TESTSET-05337.wav
319,american,TESTSET/wav/AESRC2020-TESTSET-02057.wav
320,american,TESTSET/wav/AESRC2020-TESTSET-12417.wav
321,american,TESTSET/wav/AESRC2020-TESTSET-08252.wav
322,american,TESTSET/wav/AESRC2020-TESTSET-15312.wav
323,american,TESTSET/wav/AESRC2020-TESTSET-12761.wav
324,american,TESTSET/wav/AESRC2020-TESTSET-10575.wav
325,american,TESTSET/wav/AESRC2020-TESTSET-17910.wav
326,american,TESTSET/wav/AESRC2020-TESTSET-04561.wav
327,american,TESTSET/wav/AESRC2020-TESTSET-11512.wav
328,american,TESTSET/wav/AESRC2020-TESTSET-00716.wav
329,american,TESTSET/wav/AESRC2020-TESTSET-03713.wav
330,american,TESTSET/wav/AESRC2020-TESTSET-04732.wav
331,american,TESTSET/wav/AESRC2020-TESTSET-04285.wav
332,american,TESTSET/wav/AESRC2020-TESTSET-01238.wav
333,american,TESTSET/wav/AESRC2020-TESTSET-05115.wav
334,american,TESTSET/wav/AESRC2020-TESTSET-09095.wav
335,american,TESTSET/wav/AESRC2020-TESTSET-08109.wav
336,american,TESTSET/wav/AESRC2020-TESTSET-12303.wav
337,american,TESTSET/wav/AESRC2020-TESTSET-08862.wav
338,american,TESTSET/wav/AESRC2020-TESTSET-00245.wav
339,american,TESTSET/wav/AESRC2020-TESTSET-04691.wav
340,american,TESTSET/wav/AESRC2020-TESTSET-09475.wav
341,american,TESTSET/wav/AESRC2020-TESTSET-15874.wav
342,american,TESTSET/wav/AESRC2020-TESTSET-06114.wav
343,american,TESTSET/wav/AESRC2020-TESTSET-07423.wav
344,american,TESTSET/wav/AESRC2020-TESTSET-03234.wav
345,american,TESTSET/wav/AESRC2020-TESTSET-05013.wav
346,american,TESTSET/wav/AESRC2020-TESTSET-05500.wav
347,american,TESTSET/wav/AESRC2020-TESTSET-17276.wav
348,american,TESTSET/wav/AESRC2020-TESTSET-16432.wav
349,american,TESTSET/wav/AESRC2020-TESTSET-06226.wav
350,american,TESTSET/wav/AESRC2020-TESTSET-09525.wav
351,american,TESTSET/wav/AESRC2020-TESTSET-14252.wav
352,american,TESTSET/wav/AESRC2020-TESTSET-15906.wav
353,american,TESTSET/wav/AESRC2020-TESTSET-17925.wav
354,american,TESTSET/wav/AESRC2020-TESTSET-11350.wav
355,american,TESTSET/wav/AESRC2020-TESTSET-02927.wav
356,american,TESTSET/wav/AESRC2020-TESTSET-01660.wav
357,american,TESTSET/wav/AESRC2020-TESTSET-13789.wav
358,american,TESTSET/wav/AESRC2020-TESTSET-13952.wav
359,american,TESTSET/wav/AESRC2020-TESTSET-16793.wav
360,american,TESTSET/wav/AESRC2020-TESTSET-11160.wav
361,american,TESTSET/wav/AESRC2020-TESTSET-03887.wav
362,american,TESTSET/wav/AESRC2020-TESTSET-06957.wav
363,american,TESTSET/wav/AESRC2020-TESTSET-07851.wav
364,american,TESTSET/wav/AESRC2020-TESTSET-10958.wav
365,american,TESTSET/wav/AESRC2020-TESTSET-12326.wav
366,american,TESTSET/wav/AESRC2020-TESTSET-04784.wav
367,american,TESTSET/wav/AESRC2020-TESTSET-14369.wav
368,american,TESTSET/wav/AESRC2020-TESTSET-13918.wav
369,american,TESTSET/wav/AESRC2020-TESTSET-09301.wav
370,american,TESTSET/wav/AESRC2020-TESTSET-14528.wav
371,american,TESTSET/wav/AESRC2020-TESTSET-16677.wav
372,american,TESTSET/wav/AESRC2020-TESTSET-02995.wav
373,american,TESTSET/wav/AESRC2020-TESTSET-02536.wav
374,american,TESTSET/wav/AESRC2020-TESTSET-04873.wav
375,american,TESTSET/wav/AESRC2020-TESTSET-07051.wav
376,american,TESTSET/wav/AESRC2020-TESTSET-13930.wav
377,american,TESTSET/wav/AESRC2020-TESTSET-13479.wav
378,american,TESTSET/wav/AESRC2020-TESTSET-10656.wav
379,american,TESTSET/wav/AESRC2020-TESTSET-09678.wav
380,american,TESTSET/wav/AESRC2020-TESTSET-14419.wav
381,american,TESTSET/wav/AESRC2020-TESTSET-02178.wav
382,american,TESTSET/wav/AESRC2020-TESTSET-04993.wav
383,american,TESTSET/wav/AESRC2020-TESTSET-00456.wav
384,american,TESTSET/wav/AESRC2020-TESTSET-02295.wav
385,american,TESTSET/wav/AESRC2020-TESTSET-06955.wav
386,american,TESTSET/wav/AESRC2020-TESTSET-00914.wav
387,american,TESTSET/wav/AESRC2020-TESTSET-09739.wav
388,american,TESTSET/wav/AESRC2020-TESTSET-15200.wav
389,american,TESTSET/wav/AESRC2020-TESTSET-00041.wav
390,american,TESTSET/wav/AESRC2020-TESTSET-05182.wav
391,american,TESTSET/wav/AESRC2020-TESTSET-02329.wav
392,american,TESTSET/wav/AESRC2020-TESTSET-13358.wav
393,american,TESTSET/wav/AESRC2020-TESTSET-05497.wav
394,american,TESTSET/wav/AESRC2020-TESTSET-07585.wav
395,american,TESTSET/wav/AESRC2020-TESTSET-17579.wav
396,american,TESTSET/wav/AESRC2020-TESTSET-05888.wav
397,american,TESTSET/wav/AESRC2020-TESTSET-03219.wav
398,american,TESTSET/wav/AESRC2020-TESTSET-02846.wav
399,american,TESTSET/wav/AESRC2020-TESTSET-15476.wav
400,american,TESTSET/wav/AESRC2020-TESTSET-11944.wav
401,american,TESTSET/wav/AESRC2020-TESTSET-04350.wav
402,american,TESTSET/wav/AESRC2020-TESTSET-04081.wav
403,american,TESTSET/wav/AESRC2020-TESTSET-08346.wav
404,american,TESTSET/wav/AESRC2020-TESTSET-14782.wav
405,american,TESTSET/wav/AESRC2020-TESTSET-16762.wav
406,american,TESTSET/wav/AESRC2020-TESTSET-09949.wav
407,american,TESTSET/wav/AESRC2020-TESTSET-13486.wav
408,american,TESTSET/wav/AESRC2020-TESTSET-02152.wav
409,american,TESTSET/wav/AESRC2020-TESTSET-02599.wav
410,american,TESTSET/wav/AESRC2020-TESTSET-07630.wav
411,american,TESTSET/wav/AESRC2020-TESTSET-15923.wav
412,american,TESTSET/wav/AESRC2020-TESTSET-10135.wav
413,american,TESTSET/wav/AESRC2020-TESTSET-17072.wav
414,american,TESTSET/wav/AESRC2020-TESTSET-05515.wav
415,american,TESTSET/wav/AESRC2020-TESTSET-14508.wav
416,american,TESTSET/wav/AESRC2020-TESTSET-12566.wav
417,american,TESTSET/wav/AESRC2020-TESTSET-11397.wav
418,american,TESTSET/wav/AESRC2020-TESTSET-17241.wav
419,american,TESTSET/wav/AESRC2020-TESTSET-17786.wav
420,american,TESTSET/wav/AESRC2020-TESTSET-03924.wav
421,american,TESTSET/wav/AESRC2020-TESTSET-06716.wav
422,american,TESTSET/wav/AESRC2020-TESTSET-02893.wav
423,american,TESTSET/wav/AESRC2020-TESTSET-06750.wav
424,american,TESTSET/wav/AESRC2020-TESTSET-04749.wav
425,american,TESTSET/wav/AESRC2020-TESTSET-15970.wav
426,american,TESTSET/wav/AESRC2020-TESTSET-15954.wav
427,american,TESTSET/wav/AESRC2020-TESTSET-08790.wav
428,american,TESTSET/wav/AESRC2020-TESTSET-16535.wav
429,american,TESTSET/wav/AESRC2020-TESTSET-18116.wav
430,american,TESTSET/wav/AESRC2020-TESTSET-12117.wav
431,american,TESTSET/wav/AESRC2020-TESTSET-02378.wav
432,american,TESTSET/wav/AESRC2020-TESTSET-08388.wav
433,american,TESTSET/wav/AESRC2020-TESTSET-06002.wav
434,american,TESTSET/wav/AESRC2020-TESTSET-00256.wav
435,american,TESTSET/wav/AESRC2020-TESTSET-16009.wav
