wav_path,label,speaker
Russian_Speaking_English_Speech_Data/G00439/G00439S1108.wav,russian,G00439
Portuguese_Speaking_English_Speech_Data/G00963/G00963S2397.wav,portuguese,G00963
British_English_Speech_Data/G00025/G00025S1162.wav,british,G00025
American_English_Speech_Data/G20939/G20939S2330.wav,american,G20939
Japanese_Speaking_English_Speech_Data/G20194/G20194S2254.wav,japanese,G20194
American_English_Speech_Data/G01459/G01459S1255.wav,american,G01459
Korean_Speaking_English_Speech_Data/G10122/G10122S1021.wav,korean,G10122
Korean_Speaking_English_Speech_Data/G00276/G00276S1214.wav,korean,G00276
Chinese_Speaking_English_Speech_Data/G61365/G61365S1197.wav,chinese,G61365
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1218.wav,portuguese,G20539
Korean_Speaking_English_Speech_Data/G00025/G00025S1072.wav,korean,G00025
American_English_Speech_Data/G30201/G30201S4426.wav,american,G30201
British_English_Speech_Data/G10261/G10261S2363.wav,british,G10261
Chinese_Speaking_English_Speech_Data/G00190/G00190S2236.wav,chinese,G00190
Russian_Speaking_English_Speech_Data/G10416/G10416S5444.wav,russian,G10416
Indian_English_Speech_Data/G0760/G0760S1122.wav,indian,G0760
Russian_Speaking_English_Speech_Data/G00196/G00196S1086.wav,russian,G00196
Chinese_Speaking_English_Speech_Data/G61365/G61365S1370.wav,chinese,G61365
British_English_Speech_Data/G00025/G00025S1014.wav,british,G00025
Russian_Speaking_English_Speech_Data/G10416/G10416S1021.wav,russian,G10416
Chinese_Speaking_English_Speech_Data/G01372/G01372S1232.wav,chinese,G01372
British_English_Speech_Data/G01337/G01337S1277.wav,british,G01337
Japanese_Speaking_English_Speech_Data/G00125/G00125S1034.wav,japanese,G00125
Indian_English_Speech_Data/G01006/G01006S1182.wav,indian,G01006
British_English_Speech_Data/G10261/G10261S2294.wav,british,G10261
Portuguese_Speaking_English_Speech_Data/G00643/G00643S3427.wav,portuguese,G00643
British_English_Speech_Data/G11032/G11032S5447.wav,british,G11032
Korean_Speaking_English_Speech_Data/G10029/G10029S1163.wav,korean,G10029
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2283.wav,portuguese,G00643
Chinese_Speaking_English_Speech_Data/G00992/G00992S1057.wav,chinese,G00992
British_English_Speech_Data/G00025/G00025S1241.wav,british,G00025
Japanese_Speaking_English_Speech_Data/G20194/G20194S1041.wav,japanese,G20194
Chinese_Speaking_English_Speech_Data/G00992/G00992S1242.wav,chinese,G00992
Japanese_Speaking_English_Speech_Data/G00354/G00354S2405.wav,japanese,G00354
Russian_Speaking_English_Speech_Data/G00163/G00163S1186.wav,russian,G00163
Indian_English_Speech_Data/G01501/G01501S5384.wav,indian,G01501
Japanese_Speaking_English_Speech_Data/G00040/G00040S2411.wav,japanese,G00040
Chinese_Speaking_English_Speech_Data/G00992/G00992S2283.wav,chinese,G00992
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1221.wav,portuguese,G20539
American_English_Speech_Data/G30201/G30201S2323.wav,american,G30201
British_English_Speech_Data/G00025/G00025S3419.wav,british,G00025
Indian_English_Speech_Data/G0760/G0760S2297.wav,indian,G0760
British_English_Speech_Data/G11032/G11032S1023.wav,british,G11032
Japanese_Speaking_English_Speech_Data/G00125/G00125S1187.wav,japanese,G00125
Chinese_Speaking_English_Speech_Data/G00190/G00190S4368.wav,chinese,G00190
British_English_Speech_Data/G01337/G01337S1090.wav,british,G01337
British_English_Speech_Data/G00600/G00600S1169.wav,british,G00600
Indian_English_Speech_Data/G0760/G0760S1055.wav,indian,G0760
Portuguese_Speaking_English_Speech_Data/G00643/G00643S1146.wav,portuguese,G00643
Korean_Speaking_English_Speech_Data/G00022/G00022S5448.wav,korean,G00022
Chinese_Speaking_English_Speech_Data/G00992/G00992S1088.wav,chinese,G00992
British_English_Speech_Data/G01337/G01337S1068.wav,british,G01337
Korean_Speaking_English_Speech_Data/G10029/G10029S1199.wav,korean,G10029
Japanese_Speaking_English_Speech_Data/G00040/G00040S1090.wav,japanese,G00040
Chinese_Speaking_English_Speech_Data/G00992/G00992S1150.wav,chinese,G00992
Indian_English_Speech_Data/G00892/G00892S1229.wav,indian,G00892
Japanese_Speaking_English_Speech_Data/G00040/G00040S2352.wav,japanese,G00040
Japanese_Speaking_English_Speech_Data/G00125/G00125S1152.wav,japanese,G00125
British_English_Speech_Data/G00600/G00600S2349.wav,british,G00600
Chinese_Speaking_English_Speech_Data/G01372/G01372S1434.wav,chinese,G01372
American_English_Speech_Data/G30201/G30201S2402.wav,american,G30201
Russian_Speaking_English_Speech_Data/G00439/G00439S2303.wav,russian,G00439
Korean_Speaking_English_Speech_Data/G00025/G00025S1231.wav,korean,G00025
Korean_Speaking_English_Speech_Data/G00276/G00276S1186.wav,korean,G00276
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1205.wav,portuguese,G00600
Japanese_Speaking_English_Speech_Data/G00040/G00040S1237.wav,japanese,G00040
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1154.wav,portuguese,G20539
British_English_Speech_Data/G00600/G00600S1217.wav,british,G00600
Korean_Speaking_English_Speech_Data/G10122/G10122S1090.wav,korean,G10122
Chinese_Speaking_English_Speech_Data/G61365/G61365S1288.wav,chinese,G61365
Korean_Speaking_English_Speech_Data/G00276/G00276S1016.wav,korean,G00276
British_English_Speech_Data/G00025/G00025S1116.wav,british,G00025
Chinese_Speaking_English_Speech_Data/G00992/G00992S4352.wav,chinese,G00992
Japanese_Speaking_English_Speech_Data/G00040/G00040S1018.wav,japanese,G00040
American_English_Speech_Data/G20537/G20537S2312.wav,american,G20537
Korean_Speaking_English_Speech_Data/G00025/G00025S1196.wav,korean,G00025
Korean_Speaking_English_Speech_Data/G00022/G00022S2285.wav,korean,G00022
Russian_Speaking_English_Speech_Data/G00196/G00196S1199.wav,russian,G00196
Chinese_Speaking_English_Speech_Data/G61365/G61365S1362.wav,chinese,G61365
British_English_Speech_Data/G10261/G10261S1071.wav,british,G10261
Chinese_Speaking_English_Speech_Data/G00992/G00992S1092.wav,chinese,G00992
American_English_Speech_Data/G10948/G10948S2400.wav,american,G10948
Russian_Speaking_English_Speech_Data/G00196/G00196S1052.wav,russian,G00196
Portuguese_Speaking_English_Speech_Data/G00963/G00963S2262.wav,portuguese,G00963
Japanese_Speaking_English_Speech_Data/G00125/G00125S1198.wav,japanese,G00125
Japanese_Speaking_English_Speech_Data/G20194/G20194S2316.wav,japanese,G20194
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1042.wav,portuguese,G10618
Korean_Speaking_English_Speech_Data/G10122/G10122S1141.wav,korean,G10122
Japanese_Speaking_English_Speech_Data/G00125/G00125S2337.wav,japanese,G00125
Korean_Speaking_English_Speech_Data/G10122/G10122S5447.wav,korean,G10122
Portuguese_Speaking_English_Speech_Data/G10618/G10618S2395.wav,portuguese,G10618
Japanese_Speaking_English_Speech_Data/G20194/G20194S2263.wav,japanese,G20194
British_English_Speech_Data/G00025/G00025S3415.wav,british,G00025
Indian_English_Speech_Data/G0760/G0760S1029.wav,indian,G0760
Japanese_Speaking_English_Speech_Data/G00040/G00040S3431.wav,japanese,G00040
Indian_English_Speech_Data/G01006/G01006S1083.wav,indian,G01006
British_English_Speech_Data/G00025/G00025S4427.wav,british,G00025
Portuguese_Speaking_English_Speech_Data/G00643/G00643S1017.wav,portuguese,G00643
American_English_Speech_Data/G30201/G30201S1128.wav,american,G30201
Russian_Speaking_English_Speech_Data/G10416/G10416S2367.wav,russian,G10416
Indian_English_Speech_Data/G01006/G01006S1212.wav,indian,G01006
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1007.wav,portuguese,G00600
British_English_Speech_Data/G00025/G00025S1081.wav,british,G00025
Russian_Speaking_English_Speech_Data/G00196/G00196S1207.wav,russian,G00196
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1124.wav,portuguese,G10618
Chinese_Speaking_English_Speech_Data/G00190/G00190S1034.wav,chinese,G00190
British_English_Speech_Data/G00025/G00025S2328.wav,british,G00025
American_English_Speech_Data/G01459/G01459S1231.wav,american,G01459
Russian_Speaking_English_Speech_Data/G00439/G00439S1165.wav,russian,G00439
Japanese_Speaking_English_Speech_Data/G00354/G00354S1067.wav,japanese,G00354
Chinese_Speaking_English_Speech_Data/G61365/G61365S1334.wav,chinese,G61365
Chinese_Speaking_English_Speech_Data/G61365/G61365S1418.wav,chinese,G61365
Russian_Speaking_English_Speech_Data/G00439/G00439S2358.wav,russian,G00439
Korean_Speaking_English_Speech_Data/G00022/G00022S2301.wav,korean,G00022
American_English_Speech_Data/G20537/G20537S1027.wav,american,G20537
Chinese_Speaking_English_Speech_Data/G00992/G00992S1131.wav,chinese,G00992
British_English_Speech_Data/G00025/G00025S1093.wav,british,G00025
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1045.wav,portuguese,G00600
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2373.wav,portuguese,G00643
Korean_Speaking_English_Speech_Data/G10029/G10029S1129.wav,korean,G10029
Japanese_Speaking_English_Speech_Data/G00125/G00125S2388.wav,japanese,G00125
British_English_Speech_Data/G10261/G10261S5445.wav,british,G10261
Korean_Speaking_English_Speech_Data/G00025/G00025S1120.wav,korean,G00025
British_English_Speech_Data/G40517/G40517S2348.wav,british,G40517
Portuguese_Speaking_English_Speech_Data/G00643/G00643S1224.wav,portuguese,G00643
American_English_Speech_Data/G20939/G20939S1217.wav,american,G20939
American_English_Speech_Data/G20537/G20537S1035.wav,american,G20537
Japanese_Speaking_English_Speech_Data/G20194/G20194S2422.wav,japanese,G20194
American_English_Speech_Data/G30201/G30201S5446.wav,american,G30201
Chinese_Speaking_English_Speech_Data/G00992/G00992S2256.wav,chinese,G00992
American_English_Speech_Data/G30201/G30201S2295.wav,american,G30201
Russian_Speaking_English_Speech_Data/G00163/G00163S1231.wav,russian,G00163
British_English_Speech_Data/G11739/G11739S2342.wav,british,G11739
Korean_Speaking_English_Speech_Data/G00025/G00025S1074.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1122.wav,portuguese,G20539
Chinese_Speaking_English_Speech_Data/G01372/G01372S1020.wav,chinese,G01372
British_English_Speech_Data/G00600/G00600S1107.wav,british,G00600
Korean_Speaking_English_Speech_Data/G00025/G00025S1129.wav,korean,G00025
American_English_Speech_Data/G00007/G00007S2319.wav,american,G00007
American_English_Speech_Data/G30201/G30201S1002.wav,american,G30201
Portuguese_Speaking_English_Speech_Data/G00963/G00963S2290.wav,portuguese,G00963
Korean_Speaking_English_Speech_Data/G00025/G00025S1189.wav,korean,G00025
Japanese_Speaking_English_Speech_Data/G00040/G00040S1248.wav,japanese,G00040
Chinese_Speaking_English_Speech_Data/G00992/G00992S1204.wav,chinese,G00992
Korean_Speaking_English_Speech_Data/G10122/G10122S1059.wav,korean,G10122
Korean_Speaking_English_Speech_Data/G00025/G00025S1153.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1133.wav,portuguese,G20539
British_English_Speech_Data/G10261/G10261S1077.wav,british,G10261
Russian_Speaking_English_Speech_Data/G00196/G00196S1039.wav,russian,G00196
Chinese_Speaking_English_Speech_Data/G61365/G61365S1400.wav,chinese,G61365
Indian_English_Speech_Data/G0760/G0760S1067.wav,indian,G0760
Russian_Speaking_English_Speech_Data/G00196/G00196S2319.wav,russian,G00196
British_English_Speech_Data/G01337/G01337S4429.wav,british,G01337
Indian_English_Speech_Data/G0760/G0760S1020.wav,indian,G0760
Chinese_Speaking_English_Speech_Data/G00190/G00190S1124.wav,chinese,G00190
British_English_Speech_Data/G11032/G11032S2398.wav,british,G11032
Russian_Speaking_English_Speech_Data/G00163/G00163S1020.wav,russian,G00163
Korean_Speaking_English_Speech_Data/G00022/G00022S2389.wav,korean,G00022
Korean_Speaking_English_Speech_Data/G10029/G10029S1197.wav,korean,G10029
Japanese_Speaking_English_Speech_Data/G00354/G00354S1238.wav,japanese,G00354
Chinese_Speaking_English_Speech_Data/G00992/G00992S4417.wav,chinese,G00992
Chinese_Speaking_English_Speech_Data/G61365/G61365S1195.wav,chinese,G61365
Chinese_Speaking_English_Speech_Data/G01372/G01372S1106.wav,chinese,G01372
Japanese_Speaking_English_Speech_Data/G00125/G00125S1128.wav,japanese,G00125
Indian_English_Speech_Data/G01006/G01006S1184.wav,indian,G01006
Japanese_Speaking_English_Speech_Data/G20194/G20194S1098.wav,japanese,G20194
British_English_Speech_Data/G40517/G40517S2358.wav,british,G40517
British_English_Speech_Data/G11032/G11032S1057.wav,british,G11032
Russian_Speaking_English_Speech_Data/G00196/G00196S1063.wav,russian,G00196
British_English_Speech_Data/G10261/G10261S3417.wav,british,G10261
British_English_Speech_Data/G00025/G00025S1108.wav,british,G00025
Russian_Speaking_English_Speech_Data/G00196/G00196S1041.wav,russian,G00196
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1011.wav,portuguese,G10618
Russian_Speaking_English_Speech_Data/G10416/G10416S2292.wav,russian,G10416
British_English_Speech_Data/G40517/G40517S5444.wav,british,G40517
British_English_Speech_Data/G00808/G00808S1145.wav,british,G00808
Russian_Speaking_English_Speech_Data/G00196/G00196S2287.wav,russian,G00196
Korean_Speaking_English_Speech_Data/G00022/G00022S2390.wav,korean,G00022
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1202.wav,portuguese,G20539
Korean_Speaking_English_Speech_Data/G00025/G00025S1213.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G20539/G20539S4440.wav,portuguese,G20539
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1008.wav,portuguese,G10618
Russian_Speaking_English_Speech_Data/G10416/G10416S1116.wav,russian,G10416
Japanese_Speaking_English_Speech_Data/G00354/G00354S1066.wav,japanese,G00354
Japanese_Speaking_English_Speech_Data/G00354/G00354S2413.wav,japanese,G00354
British_English_Speech_Data/G00025/G00025S1115.wav,british,G00025
Russian_Speaking_English_Speech_Data/G00196/G00196S1023.wav,russian,G00196
Chinese_Speaking_English_Speech_Data/G61365/G61365S1178.wav,chinese,G61365
Korean_Speaking_English_Speech_Data/G00025/G00025S1109.wav,korean,G00025
Russian_Speaking_English_Speech_Data/G00196/G00196S1149.wav,russian,G00196
Indian_English_Speech_Data/G01006/G01006S2340.wav,indian,G01006
Korean_Speaking_English_Speech_Data/G00025/G00025S2323.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2369.wav,portuguese,G00643
British_English_Speech_Data/G00025/G00025S1121.wav,british,G00025
Korean_Speaking_English_Speech_Data/G00025/G00025S1233.wav,korean,G00025
Indian_English_Speech_Data/G01501/G01501S2331.wav,indian,G01501
Indian_English_Speech_Data/G01006/G01006S3370.wav,indian,G01006
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1074.wav,portuguese,G10618
British_English_Speech_Data/G01337/G01337S1086.wav,british,G01337
Korean_Speaking_English_Speech_Data/G10029/G10029S1173.wav,korean,G10029
American_English_Speech_Data/G00007/G00007S2278.wav,american,G00007
British_English_Speech_Data/G00025/G00025S2379.wav,british,G00025
American_English_Speech_Data/G01459/G01459S1060.wav,american,G01459
British_English_Speech_Data/G11739/G11739S5439.wav,british,G11739
British_English_Speech_Data/G00808/G00808S1221.wav,british,G00808
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1154.wav,portuguese,G00600
Korean_Speaking_English_Speech_Data/G10122/G10122S1046.wav,korean,G10122
Portuguese_Speaking_English_Speech_Data/G20539/G20539S4438.wav,portuguese,G20539
Russian_Speaking_English_Speech_Data/G10416/G10416S3426.wav,russian,G10416
British_English_Speech_Data/G11739/G11739S4430.wav,british,G11739
Indian_English_Speech_Data/G01501/G01501S2342.wav,indian,G01501
British_English_Speech_Data/G11739/G11739S2316.wav,british,G11739
Chinese_Speaking_English_Speech_Data/G00190/G00190S4301.wav,chinese,G00190
Japanese_Speaking_English_Speech_Data/G20194/G20194S1211.wav,japanese,G20194
British_English_Speech_Data/G01337/G01337S1218.wav,british,G01337
American_English_Speech_Data/G30201/G30201S2371.wav,american,G30201
British_English_Speech_Data/G00025/G00025S1204.wav,british,G00025
Chinese_Speaking_English_Speech_Data/G01372/G01372S1342.wav,chinese,G01372
Indian_English_Speech_Data/G01501/G01501S1139.wav,indian,G01501
Korean_Speaking_English_Speech_Data/G00022/G00022S1041.wav,korean,G00022
Korean_Speaking_English_Speech_Data/G00276/G00276S2348.wav,korean,G00276
American_English_Speech_Data/G01459/G01459S2286.wav,american,G01459
Japanese_Speaking_English_Speech_Data/G00040/G00040S1236.wav,japanese,G00040
Indian_English_Speech_Data/G01501/G01501S5398.wav,indian,G01501
American_English_Speech_Data/G30201/G30201S1248.wav,american,G30201
British_English_Speech_Data/G00808/G00808S1023.wav,british,G00808
Russian_Speaking_English_Speech_Data/G00196/G00196S1190.wav,russian,G00196
Korean_Speaking_English_Speech_Data/G10029/G10029S2305.wav,korean,G10029
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1125.wav,portuguese,G00600
American_English_Speech_Data/G20939/G20939S1161.wav,american,G20939
Russian_Speaking_English_Speech_Data/G00196/G00196S3433.wav,russian,G00196
Indian_English_Speech_Data/G00892/G00892S2329.wav,indian,G00892
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2310.wav,portuguese,G00643
Korean_Speaking_English_Speech_Data/G00022/G00022S2351.wav,korean,G00022
British_English_Speech_Data/G40517/G40517S1145.wav,british,G40517
Indian_English_Speech_Data/G01006/G01006S1115.wav,indian,G01006
Korean_Speaking_English_Speech_Data/G00022/G00022S1228.wav,korean,G00022
Russian_Speaking_English_Speech_Data/G00439/G00439S2322.wav,russian,G00439
Korean_Speaking_English_Speech_Data/G10122/G10122S1066.wav,korean,G10122
Portuguese_Speaking_English_Speech_Data/G00643/G00643S1134.wav,portuguese,G00643
British_English_Speech_Data/G40517/G40517S1047.wav,british,G40517
Korean_Speaking_English_Speech_Data/G00022/G00022S2356.wav,korean,G00022
Russian_Speaking_English_Speech_Data/G00196/G00196S1192.wav,russian,G00196
American_English_Speech_Data/G10948/G10948S1140.wav,american,G10948
American_English_Speech_Data/G20537/G20537S1069.wav,american,G20537
British_English_Speech_Data/G00025/G00025S1225.wav,british,G00025
American_English_Speech_Data/G30201/G30201S1090.wav,american,G30201
Russian_Speaking_English_Speech_Data/G00196/G00196S2321.wav,russian,G00196
Indian_English_Speech_Data/G0760/G0760S2347.wav,indian,G0760
Korean_Speaking_English_Speech_Data/G10122/G10122S1199.wav,korean,G10122
Portuguese_Speaking_English_Speech_Data/G00963/G00963S1215.wav,portuguese,G00963
American_English_Speech_Data/G20939/G20939S2355.wav,american,G20939
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2348.wav,portuguese,G00643
Russian_Speaking_English_Speech_Data/G00163/G00163S1023.wav,russian,G00163
Japanese_Speaking_English_Speech_Data/G00040/G00040S3428.wav,japanese,G00040
Indian_English_Speech_Data/G01501/G01501S1143.wav,indian,G01501
Chinese_Speaking_English_Speech_Data/G61365/G61365S1173.wav,chinese,G61365
Russian_Speaking_English_Speech_Data/G00196/G00196S2267.wav,russian,G00196
British_English_Speech_Data/G40517/G40517S1257.wav,british,G40517
Korean_Speaking_English_Speech_Data/G00276/G00276S1207.wav,korean,G00276
Korean_Speaking_English_Speech_Data/G10029/G10029S1099.wav,korean,G10029
Japanese_Speaking_English_Speech_Data/G00354/G00354S2400.wav,japanese,G00354
Indian_English_Speech_Data/G01006/G01006S1085.wav,indian,G01006
Indian_English_Speech_Data/G00892/G00892S1062.wav,indian,G00892
British_English_Speech_Data/G40517/G40517S5432.wav,british,G40517
Indian_English_Speech_Data/G0760/G0760S2325.wav,indian,G0760
Russian_Speaking_English_Speech_Data/G00163/G00163S1075.wav,russian,G00163
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1235.wav,portuguese,G20539
American_English_Speech_Data/G10948/G10948S5441.wav,american,G10948
Korean_Speaking_English_Speech_Data/G10122/G10122S1234.wav,korean,G10122
Korean_Speaking_English_Speech_Data/G00025/G00025S1128.wav,korean,G00025
British_English_Speech_Data/G00025/G00025S2362.wav,british,G00025
Korean_Speaking_English_Speech_Data/G00276/G00276S1188.wav,korean,G00276
Indian_English_Speech_Data/G01006/G01006S1111.wav,indian,G01006
Korean_Speaking_English_Speech_Data/G00025/G00025S1053.wav,korean,G00025
Russian_Speaking_English_Speech_Data/G00196/G00196S1150.wav,russian,G00196
British_English_Speech_Data/G01337/G01337S1088.wav,british,G01337
Russian_Speaking_English_Speech_Data/G00163/G00163S1092.wav,russian,G00163
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2347.wav,portuguese,G00643
Chinese_Speaking_English_Speech_Data/G01372/G01372S1193.wav,chinese,G01372
Chinese_Speaking_English_Speech_Data/G00992/G00992S1097.wav,chinese,G00992
Chinese_Speaking_English_Speech_Data/G00992/G00992S1141.wav,chinese,G00992
Japanese_Speaking_English_Speech_Data/G00125/G00125S1089.wav,japanese,G00125
Indian_English_Speech_Data/G0760/G0760S2249.wav,indian,G0760
American_English_Speech_Data/G10948/G10948S2295.wav,american,G10948
Chinese_Speaking_English_Speech_Data/G00992/G00992S1188.wav,chinese,G00992
British_English_Speech_Data/G10261/G10261S2388.wav,british,G10261
Japanese_Speaking_English_Speech_Data/G00354/G00354S2332.wav,japanese,G00354
Japanese_Speaking_English_Speech_Data/G00040/G00040S2313.wav,japanese,G00040
Chinese_Speaking_English_Speech_Data/G01372/G01372S1002.wav,chinese,G01372
Korean_Speaking_English_Speech_Data/G00022/G00022S1204.wav,korean,G00022
Chinese_Speaking_English_Speech_Data/G01372/G01372S1089.wav,chinese,G01372
British_English_Speech_Data/G01337/G01337S2392.wav,british,G01337
Korean_Speaking_English_Speech_Data/G10029/G10029S2411.wav,korean,G10029
Chinese_Speaking_English_Speech_Data/G01372/G01372S1109.wav,chinese,G01372
Japanese_Speaking_English_Speech_Data/G20194/G20194S5445.wav,japanese,G20194
Korean_Speaking_English_Speech_Data/G00022/G00022S1197.wav,korean,G00022
British_English_Speech_Data/G10261/G10261S1113.wav,british,G10261
Korean_Speaking_English_Speech_Data/G10122/G10122S1245.wav,korean,G10122
Chinese_Speaking_English_Speech_Data/G00190/G00190S4379.wav,chinese,G00190
Portuguese_Speaking_English_Speech_Data/G00963/G00963S1120.wav,portuguese,G00963
Chinese_Speaking_English_Speech_Data/G61365/G61365S1272.wav,chinese,G61365
Indian_English_Speech_Data/G01006/G01006S1001.wav,indian,G01006
American_English_Speech_Data/G30201/G30201S2269.wav,american,G30201
American_English_Speech_Data/G10948/G10948S3419.wav,american,G10948
British_English_Speech_Data/G00025/G00025S1178.wav,british,G00025
Chinese_Speaking_English_Speech_Data/G01372/G01372S1075.wav,chinese,G01372
Korean_Speaking_English_Speech_Data/G00025/G00025S1200.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G00643/G00643S2362.wav,portuguese,G00643
American_English_Speech_Data/G10948/G10948S1091.wav,american,G10948
Chinese_Speaking_English_Speech_Data/G00190/G00190S1180.wav,chinese,G00190
Indian_English_Speech_Data/G01006/G01006S2331.wav,indian,G01006
Japanese_Speaking_English_Speech_Data/G00125/G00125S2400.wav,japanese,G00125
Chinese_Speaking_English_Speech_Data/G00992/G00992S3292.wav,chinese,G00992
Korean_Speaking_English_Speech_Data/G10029/G10029S1158.wav,korean,G10029
British_English_Speech_Data/G00025/G00025S2332.wav,british,G00025
Korean_Speaking_English_Speech_Data/G10029/G10029S1240.wav,korean,G10029
Chinese_Speaking_English_Speech_Data/G61365/G61365S1263.wav,chinese,G61365
Portuguese_Speaking_English_Speech_Data/G20539/G20539S1157.wav,portuguese,G20539
Portuguese_Speaking_English_Speech_Data/G20539/G20539S5453.wav,portuguese,G20539
Japanese_Speaking_English_Speech_Data/G00125/G00125S1055.wav,japanese,G00125
Portuguese_Speaking_English_Speech_Data/G10618/G10618S1069.wav,portuguese,G10618
Chinese_Speaking_English_Speech_Data/G00190/G00190S4407.wav,chinese,G00190
Portuguese_Speaking_English_Speech_Data/G00600/G00600S1166.wav,portuguese,G00600
British_English_Speech_Data/G01337/G01337S1252.wav,british,G01337
American_English_Speech_Data/G01459/G01459S1110.wav,american,G01459
Portuguese_Speaking_English_Speech_Data/G00963/G00963S2396.wav,portuguese,G00963
British_English_Speech_Data/G01337/G01337S2395.wav,british,G01337
British_English_Speech_Data/G11032/G11032S5433.wav,british,G11032
Japanese_Speaking_English_Speech_Data/G00354/G00354S2326.wav,japanese,G00354
Korean_Speaking_English_Speech_Data/G00025/G00025S2393.wav,korean,G00025
Korean_Speaking_English_Speech_Data/G00025/G00025S1245.wav,korean,G00025
Portuguese_Speaking_English_Speech_Data/G20539/G20539S2314.wav,portuguese,G20539
Russian_Speaking_English_Speech_Data/G00163/G00163S2400.wav,russian,G00163
American_English_Speech_Data/G00007/G00007S3425.wav,american,G00007
Korean_Speaking_English_Speech_Data/G00276/G00276S2275.wav,korean,G00276
Korean_Speaking_English_Speech_Data/G00025/G00025S1178.wav,korean,G00025
Chinese_Speaking_English_Speech_Data/G01372/G01372S1125.wav,chinese,G01372
Chinese_Speaking_English_Speech_Data/G00190/G00190S3293.wav,chinese,G00190
Indian_English_Speech_Data/G01006/G01006S1267.wav,indian,G01006
American_English_Speech_Data/G30201/G30201S1155.wav,american,G30201
